skill_id,name,owner,description,is_gold_union,artifact_roles
davila7--pdb-database,pdb-database,davila7,"Access RCSB PDB for 3D protein/nucleic acid structures. Search by text/sequence/structure, download coordinates (PDB/mmCIF), retrieve metadata, for structural biology and drug discovery.",0,"{""database"": ""consume""}"
davila7--pdf-processing,pdf-processing,davila7,"Extract text and tables from PDF files, fill forms, merge documents. Use when working with PDF files or when the user mentions PDFs, forms, or document extraction.",0,"{""pdf"": ""consume"", ""text"": ""consume""}"
davila7--pdf-processing-pro,pdf-processing-pro,davila7,"Production-ready PDF processing with forms, tables, OCR, validation, and batch operations. Use when working with complex PDF workflows in production environments, processing large volumes of PDFs, or requiring robust error handling and validation.",0,"{""pdf"": ""consume""}"
davila7--pennylane,pennylane,davila7,"Cross-platform Python library for quantum computing, quantum machine learning, and quantum chemistry. Enables building and training quantum circuits with automatic differentiation, seamless integration with PyTorch/JAX/TensorFlow, and device-independent execution across simulators and quantum hardware (IBM, Amazon Braket, Google, Rigetti, IonQ, etc.). Use when working with quantum circuits, variational quantum algorithms (VQE, QAOA), quantum neural networks, hybrid quantum-classical models, molecular simulations, quantum chemistry calculations, or any quantum computing tasks requiring gradient-based optimization, hardware-agnostic programming, or quantum machine learning workflows.",0,{}
davila7--performance-profiling,performance-profiling,davila7,"Performance profiling principles. Measurement, analysis, and optimization techniques.",0,{}
davila7--perplexity,perplexity,davila7,"Web search and research using Perplexity AI. Use when user says ""search"", ""find"", ""look up"", ""ask"", ""research"", or ""what's the latest"" for generic queries. NOT for library/framework docs (use Context7) or workspace questions.",0,{}
davila7--plan-writing,plan-writing,davila7,"Structured task planning with clear breakdowns, dependencies, and verification criteria. Use when implementing features, refactoring, or any multi-step work.",0,{}
davila7--planning,planning,davila7,"Create and manage persistent markdown planning files for structured task execution. Use when the user asks to ""create a plan"", ""track progress"", ""start a research project"", or when a task requires more than 5 tool calls and needs structured phase tracking to stay focused and avoid goal drift.",0,"{""text"": ""produce""}"
davila7--plotly,plotly,davila7,"Interactive scientific and statistical data visualization library for Python. Use when creating charts, plots, or visualizations including scatter plots, line charts, bar charts, heatmaps, 3D plots, geographic maps, statistical distributions, financial charts, and dashboards. Supports both quick visualizations (Plotly Express) and fine-grained customization (graph objects). Outputs interactive HTML or static images (PNG, PDF, SVG).",0,"{""graph"": ""produce"", ""html"": ""produce"", ""image"": ""produce"", ""pdf"": ""produce""}"
davila7--polars,polars,davila7,"Fast DataFrame library (Apache Arrow). Select, filter, group_by, joins, lazy evaluation, CSV/Parquet I/O, expression API, for high-performance data analysis workflows.",0,"{""csv"": ""mention""}"
davila7--pubchem-database,pubchem-database,davila7,"Query PubChem via PUG-REST API/PubChemPy (110M+ compounds). Search by name/CID/SMILES, retrieve properties, similarity/substructure searches, bioactivity, for cheminformatics.",0,"{""database"": ""mention""}"
davila7--pydeseq2,pydeseq2,davila7,"Differential gene expression analysis (Python DESeq2). Identify DE genes from bulk RNA-seq counts, Wald tests, FDR correction, volcano/MA plots, for RNA-seq analysis.",0,{}
davila7--pydicom,pydicom,davila7,"Python library for working with DICOM (Digital Imaging and Communications in Medicine) files. Use this skill when reading, writing, or modifying medical imaging data in DICOM format, extracting pixel data from medical images (CT, MRI, X-ray, ultrasound), anonymizing DICOM files, working with DICOM metadata and tags, converting DICOM images to other formats, handling compressed DICOM data, or processing medical imaging datasets. Applies to tasks involving medical image analysis, PACS systems, radiology workflows, and healthcare imaging applications.",0,"{""image"": ""consume""}"
davila7--pymatgen,pymatgen,davila7,"Materials science toolkit. Crystal structures (CIF, POSCAR), phase diagrams, band structure, DOS, Materials Project integration, format conversion, for computational materials science.",0,{}
davila7--pymoo,pymoo,davila7,"Multi-objective optimization framework. NSGA-II, NSGA-III, MOEA/D, Pareto fronts, constraint handling, benchmarks (ZDT, DTLZ), for engineering design and optimization problems.",0,{}
davila7--pyopenms,pyopenms,davila7,"Python interface to OpenMS for mass spectrometry data analysis. Use for LC-MS/MS proteomics and metabolomics workflows including file handling (mzML, mzXML, mzTab, FASTA, pepXML, protXML, mzIdentML), signal processing, feature detection, peptide identification, and quantitative analysis. Apply when working with mass spectrometry data, analyzing proteomics experiments, or processing metabolomics datasets.",0,{}
davila7--pysam,pysam,davila7,"Genomic file toolkit. Read/write SAM/BAM/CRAM alignments, VCF/BCF variants, FASTA/FASTQ sequences, extract regions, calculate coverage, for NGS data processing pipelines.",0,{}
davila7--pytorch-lightning,pytorch-lightning,davila7,"Deep learning framework (PyTorch Lightning). Organize PyTorch code into LightningModules, configure Trainers for multi-GPU/TPU, implement data pipelines, callbacks, logging (W&B, TensorBoard), distributed training (DDP, FSDP, DeepSpeed), for scalable neural network training.",0,{}
davila7--qiskit,qiskit,davila7,"Comprehensive quantum computing toolkit for building, optimizing, and executing quantum circuits. Use when working with quantum algorithms, simulations, or quantum hardware including (1) Building quantum circuits with gates and measurements, (2) Running quantum algorithms (VQE, QAOA, Grover), (3) Transpiling/optimizing circuits for hardware, (4) Executing on IBM Quantum or other providers, (5) Quantum chemistry and materials science, (6) Quantum machine learning, (7) Visualizing circuits and results, or (8) Any quantum computing development task.",0,{}
davila7--quality-manager-qmr,quality-manager-qmr,davila7,"Senior Quality Manager Responsible Person (QMR) for HealthTech and MedTech companies. Provides overall quality system responsibility, regulatory compliance oversight, management accountability, and strategic quality leadership. Use for quality system governance, regulatory compliance oversight, management responsibility, and quality strategic planning.",0,{}
davila7--qutip,qutip,davila7,"Quantum mechanics simulations and analysis using QuTiP (Quantum Toolbox in Python). Use when working with quantum systems including: (1) quantum states (kets, bras, density matrices), (2) quantum operators and gates, (3) time evolution and dynamics (Schrödinger, master equations, Monte Carlo), (4) open quantum systems with dissipation, (5) quantum measurements and entanglement, (6) visualization (Bloch sphere, Wigner functions), (7) steady states and correlation functions, or (8) advanced methods (Floquet theory, HEOM, stochastic solvers). Handles both closed and open quantum systems across various domains including quantum optics, quantum computing, and condensed matter physics.",0,{}
davila7--rdkit,rdkit,davila7,"Cheminformatics toolkit for fine-grained molecular control. SMILES/SDF parsing, descriptors (MW, LogP, TPSA), fingerprints, substructure search, 2D/3D generation, similarity, reactions. For standard workflows with simpler interface, use datamol (wrapper around RDKit). Use rdkit for advanced control, custom sanitization, specialized algorithms.",0,{}
davila7--reactome-database,reactome-database,davila7,"Query Reactome REST API for pathway analysis, enrichment, gene-pathway mapping, disease pathways, molecular interactions, expression analysis, for systems biology studies.",0,"{""database"": ""mention""}"
davila7--reducing-entropy,reducing-entropy,davila7,"Manual-only skill for minimizing total codebase size. Only activate when explicitly requested by user. Measures success by final code amount, not effort. Bias toward deletion.",0,{}
davila7--research-engineer,research-engineer,davila7,"An uncompromising Academic Research Engineer. Operates with absolute scientific rigor, objective criticism, and zero flair. Focuses on theoretical correctness, formal verification, and optimal implementation across any required technology.",0,{}
davila7--salesforce-development,salesforce-development,davila7,"Expert patterns for Salesforce platform development including Lightning Web Components (LWC), Apex triggers and classes, REST/Bulk APIs, Connected Apps, and Salesforce DX with scratch orgs and 2nd generation packages (2GP). Use when: salesforce, sfdc, apex, lwc, lightning web components.",0,{}
davila7--scanpy,scanpy,davila7,"Single-cell RNA-seq analysis. Load .h5ad/10X data, QC, normalization, PCA/UMAP/t-SNE, Leiden clustering, marker genes, cell type annotation, trajectory, for scRNA-seq analysis.",0,{}
davila7--scientific-slides,scientific-slides,davila7,"Build slide decks and presentations for research talks. Use this for making PowerPoint slides, conference presentations, seminar talks, research presentations, thesis defense slides, or any scientific talk. Provides slide structure, design templates, timing guidance, and visual validation. Works with PowerPoint and LaTeX Beamer.",0,"{""presentation"": ""produce""}"
davila7--scikit-learn,scikit-learn,davila7,"Machine learning in Python with scikit-learn. Use when working with supervised learning (classification, regression), unsupervised learning (clustering, dimensionality reduction), model evaluation, hyperparameter tuning, preprocessing, or building ML pipelines. Provides comprehensive reference documentation for algorithms, preprocessing techniques, pipelines, and best practices.",0,"{""text"": ""both""}"
davila7--scroll-experience,scroll-experience,davila7,"Expert in building immersive scroll-driven experiences - parallax storytelling, scroll animations, interactive narratives, and cinematic web experiences. Like NY Times interactives, Apple product pages, and award-winning web experiences. Makes websites feel like experiences, not just pages. Use when: scroll animation, parallax, scroll storytelling, interactive story, cinematic website.",0,{}
davila7--scvi-tools,scvi-tools,davila7,"This skill should be used when working with single-cell omics data analysis using scvi-tools, including scRNA-seq, scATAC-seq, CITE-seq, spatial transcriptomics, and other single-cell modalities. Use this skill for probabilistic modeling, batch correction, dimensionality reduction, differential expression, cell type annotation, multimodal integration, and spatial analysis tasks.",0,{}
davila7--security-ownership-map,security-ownership-map,davila7,"Analyze git repositories to build a security ownership topology (people-to-file), compute bus factor and sensitive-code ownership, and export CSV/JSON for graph databases and visualization. Trigger only when the user explicitly wants a security-oriented ownership or bus-factor analysis grounded in git history (for example: orphaned sensitive code, security maintainers, CODEOWNERS reality checks for risk, sensitive hotspots, or ownership clusters). Do not trigger for general maintainer lists or non-security ownership questions.",0,"{""csv"": ""both"", ""database"": ""both"", ""graph"": ""both"", ""json"": ""both""}"
davila7--segment-cdp,segment-cdp,davila7,"Expert patterns for Segment Customer Data Platform including Analytics.js, server-side tracking, tracking plans with Protocols, identity resolution, destinations configuration, and data governance best practices. Use when: segment, analytics.js, customer data platform, cdp, tracking plan.",0,{}
davila7--senior-computer-vision,senior-computer-vision,davila7,"World-class computer vision skill for image/video processing, object detection, segmentation, and visual AI systems. Expertise in PyTorch, OpenCV, YOLO, SAM, diffusion models, and vision transformers. Includes 3D vision, video analysis, real-time processing, and production deployment. Use when building vision AI systems, implementing object detection, training custom vision models, or optimizing inference pipelines.",0,"{""image"": ""both"", ""video"": ""both""}"
davila7--senior-data-scientist,senior-data-scientist,davila7,"World-class data science skill for statistical modeling, experimentation, causal inference, and advanced analytics. Expertise in Python (NumPy, Pandas, Scikit-learn), R, SQL, statistical methods, A/B testing, time series, and business intelligence. Includes experiment design, feature engineering, model evaluation, and stakeholder communication. Use when designing experiments, building predictive models, performing causal analysis, or driving data-driven decisions.",0,"{""database"": ""produce""}"
davila7--senior-devops,senior-devops,davila7,"Comprehensive DevOps skill for CI/CD, infrastructure automation, containerization, and cloud platforms (AWS, GCP, Azure). Includes pipeline setup, infrastructure as code, deployment automation, and monitoring. Use when setting up pipelines, deploying applications, managing infrastructure, implementing monitoring, or optimizing deployment processes.",0,{}
davila7--senior-ml-engineer,senior-ml-engineer,davila7,"World-class ML engineering skill for productionizing ML models, MLOps, and building scalable ML systems. Expertise in PyTorch, TensorFlow, model deployment, feature stores, model monitoring, and ML infrastructure. Includes LLM integration, fine-tuning, RAG systems, and agentic AI. Use when deploying ML models, building ML platforms, implementing MLOps, or integrating LLMs into production systems.",0,{}
davila7--shap,shap,davila7,"Model interpretability and explainability using SHAP (SHapley Additive exPlanations). Use this skill when explaining machine learning model predictions, computing feature importance, generating SHAP plots (waterfall, beeswarm, bar, scatter, force, heatmap), debugging models, analyzing model bias or fairness, comparing models, or implementing explainable AI. Works with tree-based models (XGBoost, LightGBM, Random Forest), deep learning (TensorFlow, PyTorch), linear models, and any black-box model.",0,{}
davila7--smtp-penetration-testing,smtp-penetration-testing,davila7,"This skill should be used when the user asks to ""perform SMTP penetration testing"", ""enumerate email users"", ""test for open mail relays"", ""grab SMTP banners"", ""brute force email credentials"", or ""assess mail server security"". It provides comprehensive techniques for testing SMTP server security.",0,{}
davila7--speech,speech,davila7,"Use when the user asks for text-to-speech narration or voiceover, accessibility reads, audio prompts, or batch speech generation via the OpenAI Audio API; run the bundled CLI (`scripts/text_to_speech.py`) with built-in voices and require `OPENAI_API_KEY` for live calls. Custom voice creation is out of scope.",0,"{""audio"": ""consume""}"
davila7--spreadsheet,spreadsheet,davila7,"Use when tasks involve creating, editing, analyzing, or formatting spreadsheets (`.xlsx`, `.csv`, `.tsv`) using Python (`openpyxl`, `pandas`), especially when formulas, references, and formatting need to be preserved and verified.",0,"{""csv"": ""consume"", ""spreadsheet"": ""consume""}"
davila7--ssh-penetration-testing,ssh-penetration-testing,davila7,"This skill should be used when the user asks to ""pentest SSH services"", ""enumerate SSH configurations"", ""brute force SSH credentials"", ""exploit SSH vulnerabilities"", ""perform SSH tunneling"", or ""audit SSH security"". It provides comprehensive SSH penetration testing methodologies and techniques.",0,{}
davila7--statistical-analysis,statistical-analysis,davila7,"Statistical analysis toolkit. Hypothesis tests (t-test, ANOVA, chi-square), regression, correlation, Bayesian stats, power analysis, assumption checks, APA reporting, for academic research.",0,{}
davila7--statsmodels,statsmodels,davila7,"Statistical modeling toolkit. OLS, GLM, logistic, ARIMA, time series, hypothesis tests, diagnostics, AIC/BIC, for rigorous statistical inference and econometric analysis.",0,{}
davila7--sympy,sympy,davila7,"Use this skill when working with symbolic mathematics in Python. This skill should be used for symbolic computation tasks including solving equations algebraically, performing calculus operations (derivatives, integrals, limits), manipulating algebraic expressions, working with matrices symbolically, physics calculations, number theory problems, geometry computations, and generating executable code from mathematical expressions. Apply this skill when the user needs exact symbolic results rather than numerical approximations, or when working with mathematical formulas that contain variables and parameters.",0,{}
davila7--torchdrug,torchdrug,davila7,"Graph-based drug discovery toolkit. Molecular property prediction (ADMET), protein modeling, knowledge graph reasoning, molecular generation, retrosynthesis, GNNs (GIN, GAT, SchNet), 40+ datasets, for PyTorch-based ML on molecules, proteins, and biomedical graphs.",0,"{""graph"": ""mention""}"
davila7--transcribe,transcribe,davila7,"Transcribe audio files to text with optional diarization and known-speaker hints. Use when a user asks to transcribe speech from audio/video, extract text from recordings, or label speakers in interviews or meetings.",0,"{""audio"": ""consume"", ""video"": ""consume""}"
davila7--transformers,transformers,davila7,"This skill should be used when working with pre-trained transformer models for natural language processing, computer vision, audio, or multimodal tasks. Use for text generation, classification, question answering, translation, summarization, image classification, object detection, speech recognition, and fine-tuning models on custom datasets.",0,"{""audio"": ""consume"", ""image"": ""consume""}"
davila7--umap-learn,umap-learn,davila7,"UMAP dimensionality reduction. Fast nonlinear manifold learning for 2D/3D visualization, clustering preprocessing (HDBSCAN), supervised/parametric UMAP, for high-dimensional data.",0,{}
davila7--viral-generator-builder,viral-generator-builder,davila7,"Expert in building shareable generator tools that go viral - name generators, quiz makers, avatar creators, personality tests, and calculator tools. Covers the psychology of sharing, viral mechanics, and building tools people can't resist sharing with friends. Use when: generator tool, quiz maker, name generator, avatar creator, viral tool.",0,{}
davila7--voice-ai-development,voice-ai-development,davila7,"Expert in building voice AI applications - from real-time voice agents to voice-enabled apps. Covers OpenAI Realtime API, Vapi for voice agents, Deepgram for transcription, ElevenLabs for synthesis, LiveKit for real-time infrastructure, and WebRTC fundamentals. Knows how to build low-latency, production-ready voice experiences. Use when: voice ai, voice agent, speech to text, text to speech, realtime voice.",0,"{""audio"": ""both""}"
davila7--vulnerability-scanner,vulnerability-scanner,davila7,"Advanced vulnerability analysis principles. OWASP 2025, Supply Chain Security, attack surface mapping, risk prioritization.",0,{}
davila7--yeet,yeet,davila7,"Use only when the user explicitly asks to stage, commit, push, and open a GitHub pull request in one flow using the GitHub CLI (`gh`).",0,{}
davila7--zarr-python,zarr-python,davila7,"Chunked N-D arrays for cloud storage. Compressed arrays, parallel I/O, S3/GCS integration, NumPy/Dask/Xarray compatible, for large-scale scientific computing pipelines.",0,{}
davila7--zinc-database,zinc-database,davila7,"Access ZINC (230M+ purchasable compounds). Search by ZINC ID/SMILES, similarity searches, 3D-ready structures for docking, analog discovery, for virtual screening and drug discovery.",0,"{""database"": ""consume""}"
dawiddutoit--java-best-practices-debug-analyzer,java-best-practices-debug-analyzer,dawiddutoit,"Analyzes Java stack traces, diagnoses exceptions, identifies root causes, and troubleshoots
performance problems. Deconstructs stack traces, investigates NullPointerException,
analyzes thread dumps, detects memory leaks, and resolves ClassNotFoundException.
Use when debugging Java errors, analyzing stack traces, investigating exceptions,
or troubleshooting performance issues.",0,{}
dawiddutoit--java-spring-service,java-spring-service,dawiddutoit,"Creates complete Spring Boot services following best practices and layered architecture. Use when building REST APIs, creating Spring services, setting up controllers, implementing repositories, adding Spring Boot applications, configuring dependency injection, creating RESTful endpoints, adding OpenAPI documentation, or building microservices. Works with Spring Boot 2.x and 3.x, Spring Data JPA, Spring Web, and Spring Security.",0,"{""text"": ""produce""}"
dawiddutoit--openscad-collision-detection,openscad-collision-detection,dawiddutoit,"Detects and visualizes geometric intersections in OpenSCAD models using built-in
techniques (intersection(), debug modifiers), BOSL2 utilities (debug_this, ghost),
and reusable collision check patterns. Use when checking drawer clearances, door
swing interference, shelf spacing, hinge collisions, or any geometric overlap in
woodworking projects. Triggers on ""check collision"", ""detect interference"",
""drawer clearance"", ""door swing"", ""check overlap"", ""assembly interference"", or
""fits in cabinet"". Works with .scad files, woodworkers-lib patterns, BOSL2
attachments, and OpenSCAD 2025 Manifold engine.",0,{}
dawiddutoit--playwright-form-validation,playwright-form-validation,dawiddutoit,"Automates form validation testing by submitting invalid data and capturing error states
using Playwright browser automation. Use when you need to ""test form validation"", ""check
validation errors"", ""test invalid inputs"", ""verify error messages"", or perform comprehensive
form testing. Triggers on validation testing requests, QA workflows, or form compliance checks.
Works with web forms, input fields, and validation frameworks across any web application.",0,{}
dawiddutoit--playwright-network-analyzer,playwright-network-analyzer,dawiddutoit,"Monitors and analyzes network traffic during browser automation workflows using Playwright MCP tools.
Use when investigating API behavior, debugging failed requests, performance analysis, or checking
network activity during user flows. Triggers on ""analyze network requests"", ""check API calls"",
""monitor network traffic"", ""debug API errors"", or ""performance analysis"". Works with Playwright
browser automation (browser_navigate, browser_network_requests, browser_click, browser_fill_form).",0,{}
dawiddutoit--playwright-web-scraper,playwright-web-scraper,dawiddutoit,"Extract structured data from multiple web pages using Playwright with built-in ethical
crawling practices including rate limiting, robots.txt compliance, and error monitoring.
Use when asked to ""scrape data from"", ""extract information from pages"", ""collect data
from site"", ""crawl multiple pages"", or when gathering structured data from websites.
Supports pagination, multi-page extraction, data aggregation, and export to CSV/JSON/Markdown.
Works with browser_navigate, browser_evaluate, browser_wait_for, and browser_snapshot tools.",0,"{""csv"": ""both"", ""html"": ""both"", ""json"": ""both"", ""text"": ""both""}"
dawiddutoit--pytest-coverage-measurement,pytest-coverage-measurement,dawiddutoit,"Measure and track test coverage: coverage thresholds by layer, coverage reporting (HTML/terminal), identifying coverage gaps, branch coverage vs line coverage, coverage-driven testing. Includes layer-specific targets (domain 95%, application 85%, adapters 75%).

Use when: Measuring test coverage, setting coverage thresholds, identifying untested code paths, tracking coverage improvements, ensuring code quality gates.",0,"{""html"": ""mention""}"
daymade--claude-skills-troubleshooting,claude-skills-troubleshooting,daymade,"Diagnose and resolve Claude Code plugin and skill issues. This skill should be used when plugins are installed but not showing in available skills list, skills are not activating as expected, or when troubleshooting enabledPlugins configuration in settings.json. Triggers include ""plugin not working"", ""skill not showing"", ""installed but disabled"", or ""enabledPlugins"" issues.",0,"{""json"": ""mention""}"
daymade--docs-cleaner,docs-cleaner,daymade,"Consolidates redundant documentation while preserving all valuable content. This skill should be used when users want to clean up documentation bloat, merge redundant docs, reduce documentation sprawl, or consolidate multiple files covering the same topic. Triggers include ""clean up docs"", ""consolidate documentation"", ""too many doc files"", ""merge these docs"", or when documentation exceeds 500 lines across multiple files covering similar topics.",0,"{""text"": ""mention""}"
daymade--excel-automation,excel-automation,daymade,"Create, parse, and control Excel files on macOS. Professional formatting with openpyxl, complex xlsm parsing with stdlib zipfile+xml for investment bank financial models, and Excel window control via AppleScript. Use when creating formatted Excel reports, parsing financial models that openpyxl cannot handle, or automating Excel on macOS.",0,"{""spreadsheet"": ""both""}"
daymade--financial-data-collector,financial-data-collector,daymade,"Collect real financial data for any US publicly traded company from free public sources (yfinance). Output structured JSON consumable by downstream financial skills (DCF modeling, comps analysis, earnings review). Handles market data (price, shares, beta), historical financials (income statement, cash flow, balance sheet), WACC inputs, and analyst estimates. Use when users request collect data for ticker, get financials for company, pull market data, gather DCF inputs, or any task requiring structured financial data before analysis. Also triggers on financial data, company data, stock data.",0,"{""json"": ""both""}"
daymade--github-ops,github-ops,daymade,"Provides comprehensive GitHub operations using gh CLI and GitHub API. Activates when working with pull requests, issues, repositories, workflows, or GitHub API operations including creating/viewing/merging PRs, managing issues, querying API endpoints, and handling GitHub workflows in enterprise or public GitHub environments.",0,{}
daymade--macos-cleaner,macos-cleaner,daymade,"Analyze and reclaim macOS disk space through intelligent cleanup recommendations. This skill should be used when users report disk space issues, need to clean up their Mac, or want to understand what's consuming storage. Focus on safe, interactive analysis with user confirmation before any deletions.",0,{}
daymade--pdf-creator,pdf-creator,daymade,"Create PDF documents from markdown with proper Chinese font support using weasyprint. This skill should be used when converting markdown to PDF, generating formal documents (legal, trademark filings, reports), or when Chinese typography is required. Triggers include ""convert to PDF"", ""generate PDF"", ""markdown to PDF"", or any request for creating printable documents.",0,"{""graph"": ""produce"", ""pdf"": ""produce"", ""text"": ""produce""}"
daymade--ppt-creator,ppt-creator,daymade,"Create professional slide decks from topics or documents. Generates structured content with data-driven charts, speaker notes, and complete PPTX files. Applies persuasive storytelling principles (Pyramid Principle, assertion-evidence). Supports multiple formats (Marp, PowerPoint). Use for presentations, pitches, slide decks, or keynotes.",0,"{""presentation"": ""produce"", ""text"": ""produce""}"
daymade--transcript-fixer,transcript-fixer,daymade,"Corrects speech-to-text transcription errors in meeting notes, lectures, and interviews using dictionary rules and AI. Learns patterns to build personalized correction databases. Use when working with transcripts containing ASR/STT errors, homophones, or Chinese/English mixed content requiring cleanup.",0,"{""audio"": ""produce"", ""database"": ""produce""}"
daymade--tunnel-doctor,tunnel-doctor,daymade,"Diagnoses and fixes conflicts between Tailscale and proxy/VPN tools (Shadowrocket, Clash, Surge) on macOS. Covers five conflict layers - (1) route hijacking, (2) HTTP proxy env var interception, (3) system proxy bypass, (4) SSH ProxyCommand double tunneling, and (5) VM/container runtime proxy propagation (OrbStack/Docker). Includes SOP for remote development via SSH tunnels with proxy-safe Makefile patterns. Use when Tailscale ping works but SSH/HTTP times out, when browser returns 503 but curl works, when git push fails with ""failed to begin relaying via HTTP"", when Docker pull times out behind TUN/VPN, when setting up Tailscale SSH to WSL instances, or when bootstrapping remote dev environments over Tailscale.",0,{}
daymade--video-comparer,video-comparer,daymade,"This skill should be used when comparing two videos to analyze compression results or quality differences. Generates interactive HTML reports with quality metrics (PSNR, SSIM) and frame-by-frame visual comparisons. Triggers when users mention ""compare videos"", ""video quality"", ""compression analysis"", ""before/after compression"", or request quality assessment of compressed videos.",0,"{""html"": ""both"", ""video"": ""both""}"
dbos-inc--dbos-golang,dbos-golang,dbos-inc,"DBOS Go SDK for building reliable, fault-tolerant applications with durable workflows. Use this skill when writing Go code with DBOS, creating workflows and steps, using queues, using the DBOS Client from external applications, or building Go applications that need to be resilient to failures.",0,{}
dbt-labs--answering-natural-language-questions-with-dbt,answering-natural-language-questions-with-dbt,dbt-labs,"Writes and executes SQL queries against the data warehouse using dbt's Semantic Layer or ad-hoc SQL to answer business questions. Use when a user asks about analytics, metrics, KPIs, or data (e.g., ""What were total sales last quarter?"", ""Show me top customers by revenue""). NOT for validating, testing, or building dbt models during development.",0,"{""database"": ""produce""}"
dbt-labs--auditing-skills,auditing-skills,dbt-labs,"Use when checking skills for security or quality issues, reviewing audit results from skills.sh or Tessl, or remediating findings across published skills.",0,{}
dcl-regenesislabs--add-3d-models,add-3d-models,dcl-regenesislabs,"Add 3D models (.glb/.gltf) to a Decentraland scene using GltfContainer. Covers loading models, positioning, scaling, colliders, and browsing the open-source 3D assets catalog for free CC0 models. Use when user wants to add models, import GLB files, or find free 3D assets.",0,{}
dcl-regenesislabs--audio-video,audio-video,dcl-regenesislabs,"Add audio sources, sound effects, music, audio streaming, and video players to Decentraland scenes. Use when user wants sound, music, audio, video screens, speakers, or media playback.",0,"{""audio"": ""mention"", ""video"": ""mention""}"
dcl-regenesislabs--camera-control,camera-control,dcl-regenesislabs,"Control camera behavior in Decentraland scenes. Switch between first-person and third-person with CameraMode, force camera in regions with CameraModeArea, create cinematic scripted cameras with VirtualCamera, and read camera position/rotation via MainCamera. Use when user wants camera control, cinematic views, cutscenes, or camera mode switching.",0,{}
ddunnock--pareto-analysis,pareto-analysis,ddunnock,"Conduct Pareto Analysis (80/20 Rule) to identify the vital few causes driving the majority of problems. Guides data collection, category definition, chart creation, cumulative percentage calculation, and prioritization. Generates professional Pareto charts (SVG) and HTML reports with quality scoring. Use when prioritizing defects, complaints, failures, or improvement opportunities; when user mentions ""Pareto"", ""80/20 rule"", ""vital few"", ""trivial many"", ""prioritization"", or needs to identify which factors contribute most to a problem.",0,"{""html"": ""produce"", ""image"": ""produce""}"
decebals--performance-smell-detection,performance-smell-detection,decebals,"Detect potential code-level performance smells in Java - streams, collections, boxing, regex, object creation. Provides awareness, not absolutes - always measure before optimizing. For JPA/database performance, use jpa-patterns instead.",0,"{""database"": ""mention""}"
dedalus-erp-pas--gitlab-issue,gitlab-issue,dedalus-erp-pas,"Creates, retrieves, updates, and manages GitLab issues with comprehensive context gathering. Use when the user wants to create a new issue, view issue details, update existing issues, list project issues, or manage issue workflows in GitLab.",0,{}
dedalus-erp-pas--pdf,pdf,dedalus-erp-pas,"Comprehensive PDF manipulation toolkit for extracting text and tables, creating new PDFs, merging/splitting documents, and handling forms. When Claude needs to fill in a PDF form or programmatically process, generate, or analyze PDF documents at scale.",0,"{""pdf"": ""both"", ""text"": ""both""}"
dedalus-erp-pas--playwright-skill,playwright-skill,dedalus-erp-pas,"Complete browser automation and web testing with Playwright. Auto-detects dev servers, manages server lifecycle, writes clean test scripts to /tmp. Test pages, fill forms, take screenshots, check responsive design, validate UX, test login flows, check links, debug dynamic webapps, automate any browser task. Use when user wants to test websites, automate browser interactions, validate web functionality, or perform any browser-based testing.",0,{}
dedalus-erp-pas--pptx,pptx,dedalus-erp-pas,"Presentation creation, editing, and analysis. When Claude needs to work with presentations (.pptx files) for: (1) Creating new presentations, (2) Modifying or editing content, (3) Working with layouts, (4) Adding comments or speaker notes, or any other presentation tasks",0,"{""presentation"": ""mention""}"
dedalus-erp-pas--react-best-practices,react-best-practices,dedalus-erp-pas,"Comprehensive React and Next.js best practices guide covering performance optimization, component architecture, shadcn/ui patterns, Motion animations, and modern React 19+ patterns. This skill should be used when writing, reviewing, or refactoring React/Next.js code. Triggers on tasks involving React components, Next.js pages, data fetching, UI components, animations, or code quality improvements.",0,{}
dedalus-erp-pas--xlsx,xlsx,dedalus-erp-pas,"Comprehensive spreadsheet creation, editing, and analysis with support for formulas, formatting, data analysis, and visualization. When Claude needs to work with spreadsheets (.xlsx, .xlsm, .csv, .tsv, etc) for: (1) Creating new spreadsheets with formulas and formatting, (2) Reading or analyzing data, (3) Modify existing spreadsheets while preserving formulas, (4) Data analysis and visualization in spreadsheets, or (5) Recalculating formulas",0,"{""csv"": ""consume"", ""spreadsheet"": ""consume""}"
defendend--ast-index,ast-index,defendend,"This skill should be used when the user asks to ""find a class"", ""search for symbol"", ""find usages"", ""find implementations"", ""search codebase"", ""find file"", ""class hierarchy"", ""find callers"", ""module dependencies"", ""unused dependencies"", ""project map"", ""project conventions"", ""project structure"", ""what frameworks"", ""what architecture"", ""find Perl subs"", ""Perl exports"", ""find Python class"", ""Go struct"", ""Go interface"", ""find React component"", ""find TypeScript interface"", ""find Rust struct"", ""find Ruby class"", ""find C# controller"", ""find Dart class"", ""find Flutter widget"", ""find mixin"", ""find Scala trait"", ""find case class"", ""find object"", ""find PHP class"", ""find Laravel model"", ""find PHP trait"", or needs fast code search in Android/Kotlin/Java, iOS/Swift/ObjC, Dart/Flutter, TypeScript/JavaScript, Rust, Ruby, C#, Scala, PHP, Perl, Python, Go, C++, or Protocol Buffers projects. Also triggered by mentions of ""ast-index"" CLI tool.",0,{}
