task,retriever,distractor_type,pool_size,actual_pool_size,repeat,gold_count,fallback_distractors,hard_negative_purity,top1_accuracy,hit@3,hit@5,hit@10,recall@3,recall@5,recall@10,mrr@10,ndcg@10,first_gold_rank@10
jpg-ocr-stat,tfidf_desc,query_overlap,100,100,0,5,0,1.0,0.0,0.0,1.0,1.0,0.0,0.2,0.2,0.2,0.13120507751234178,5
lab-unit-harmonization,tfidf_desc,query_overlap,100,100,0,1,0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.25,0.43067655807339306,4
lake-warming-attribution,tfidf_desc,query_overlap,100,100,0,4,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
latex-formula-extraction,tfidf_desc,query_overlap,100,100,0,2,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
lean4-proof,tfidf_desc,query_overlap,100,100,0,2,70,0.2857142857142857,0.0,1.0,1.0,1.0,0.5,1.0,1.0,0.3333333333333333,0.5437713091520254,3
manufacturing-codebook-normalization,tfidf_desc,query_overlap,100,100,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
manufacturing-equipment-maintenance,tfidf_desc,query_overlap,100,100,0,2,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
manufacturing-fjsp-optimization,tfidf_desc,query_overlap,100,100,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
mario-coin-counting,tfidf_desc,query_overlap,100,100,0,3,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
mars-clouds-clustering,tfidf_desc,query_overlap,100,100,0,3,0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,0.6508205185601091,1
mhc-layer-impl,tfidf_desc,query_overlap,100,100,0,3,0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,0.6105456988825855,1
multilingual-video-dubbing,tfidf_desc,query_overlap,100,100,0,6,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
offer-letter-generator,tfidf_desc,query_overlap,100,100,0,1,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
organize-messy-files,tfidf_desc,query_overlap,100,100,0,5,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
paper-anonymizer,tfidf_desc,query_overlap,100,100,0,2,0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0,0.6131471927654584,1
parallel-tfidf-search,tfidf_desc,query_overlap,100,100,0,3,0,1.0,0.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,0.2960819109658652,2
pddl-tpp-planning,tfidf_desc,query_overlap,100,100,0,1,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
pdf-excel-diff,tfidf_desc,query_overlap,100,100,0,2,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
pedestrian-traffic-counting,tfidf_desc,query_overlap,100,100,0,4,0,1.0,0.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.44149241373678083,2
pg-essay-to-audiobook,tfidf_desc,query_overlap,100,100,0,4,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.25,0.16666666666666666,0.13905617951077562,6
powerlifting-coef-calc,tfidf_desc,query_overlap,100,100,0,3,0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.46927872602275644,1
pptx-reference-formatting,tfidf_desc,query_overlap,100,100,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
protein-expression-analysis,tfidf_desc,query_overlap,100,100,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
python-scala-translation,tfidf_desc,query_overlap,100,100,0,6,0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.6666666666666666,1.0,1.0,0.9238417859169579,1
quantum-numerical-simulation,tfidf_desc,query_overlap,100,100,0,1,0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.6309297535714575,2
r2r-mpc-control,tfidf_desc,query_overlap,100,100,0,4,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
react-performance-debugging,tfidf_desc,query_overlap,100,100,0,2,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
reserves-at-risk-calc,tfidf_desc,query_overlap,100,100,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
sales-pivot-analysis,tfidf_desc,query_overlap,100,100,0,2,0,1.0,0.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.38685280723454163,2
scheduling-email-assistant,tfidf_desc,query_overlap,100,100,0,2,0,1.0,0.0,0.0,1.0,1.0,0.0,0.5,0.5,0.25,0.2640681225725909,4
sec-financial-report,tfidf_desc,query_overlap,100,100,0,2,0,1.0,0.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.38685280723454163,2
seismic-phase-picking,tfidf_desc,query_overlap,100,100,0,4,0,1.0,1.0,1.0,1.0,1.0,0.25,0.5,0.5,1.0,0.5585075862632192,1
setup-fuzzing-py,tfidf_desc,query_overlap,100,100,0,3,0,1.0,0.0,0.0,1.0,1.0,0.0,0.3333333333333333,0.3333333333333333,0.25,0.20210734650054757,4
shock-analysis-demand,tfidf_desc,query_overlap,100,100,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
shock-analysis-supply,tfidf_desc,query_overlap,100,100,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
simpo-code-reproduction,tfidf_desc,query_overlap,100,100,0,2,0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0,0.6131471927654584,1
software-dependency-audit,tfidf_desc,query_overlap,100,100,0,3,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
speaker-diarization-subtitles,tfidf_desc,query_overlap,100,100,0,4,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.25,0.16666666666666666,0.13905617951077562,6
spring-boot-jakarta-migration,tfidf_desc,query_overlap,100,100,0,5,0,1.0,1.0,1.0,1.0,1.0,0.4,0.4,0.4,1.0,0.5087403079104241,1
suricata-custom-exfil,tfidf_desc,query_overlap,100,100,0,3,0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.7653606369886217,1
syzkaller-ppdev-syzlang,tfidf_desc,query_overlap,100,100,0,3,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
taxonomy-tree-merge,tfidf_desc,query_overlap,100,100,0,1,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
threejs-structure-parser,tfidf_desc,query_overlap,100,100,0,2,0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.6934264036172708,2
threejs-to-obj,tfidf_desc,query_overlap,100,100,0,2,0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0,0.6131471927654584,1
travel-planning,tfidf_desc,query_overlap,100,100,0,6,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
trend-anomaly-causal-inference,tfidf_desc,query_overlap,100,100,0,4,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
video-filler-word-remover,tfidf_desc,query_overlap,100,100,0,3,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6666666666666666,0.16666666666666666,0.30281242839865,6
video-silence-remover,tfidf_desc,query_overlap,100,100,0,7,0,1.0,1.0,1.0,1.0,1.0,0.14285714285714285,0.2857142857142857,0.42857142857142855,1.0,0.4799729543637735,1
video-tutorial-indexer,tfidf_desc,query_overlap,100,100,0,1,0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.5,3
virtualhome-agent-planning,tfidf_desc,query_overlap,100,100,0,1,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
weighted-gdp-calc,tfidf_desc,query_overlap,100,100,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
xlsx-recover-data,tfidf_desc,query_overlap,100,100,0,2,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3d-scan-calc,tfidf_desc,query_overlap,100,100,1,1,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
adaptive-cruise-control,tfidf_desc,query_overlap,100,100,1,5,0,1.0,1.0,1.0,1.0,1.0,0.4,0.4,0.6,1.0,0.6661998717660157,1
azure-bgp-oscillation-route-leak,tfidf_desc,query_overlap,100,100,1,1,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
citation-check,tfidf_desc,query_overlap,100,100,1,1,0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.6309297535714575,2
civ6-adjacency-optimizer,tfidf_desc,query_overlap,100,100,1,4,0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0,0.5855700749881525,1
court-form-filling,tfidf_desc,query_overlap,100,100,1,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
crystallographic-wyckoff-position-analysis,tfidf_desc,query_overlap,100,100,1,2,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
dapt-intrusion-detection,tfidf_desc,query_overlap,100,100,1,2,0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0,0.6131471927654584,1
data-to-d3,tfidf_desc,query_overlap,100,100,1,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
dialogue-parser,tfidf_desc,query_overlap,100,100,1,1,0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.5,3
dynamic-object-aware-egomotion,tfidf_desc,query_overlap,100,100,1,4,0,1.0,1.0,1.0,1.0,1.0,0.25,0.25,0.25,1.0,0.3903800499921017,1
earthquake-phase-association,tfidf_desc,query_overlap,100,100,1,4,81,0.15625,1.0,1.0,1.0,1.0,0.75,0.75,0.75,1.0,0.8318724637288826,1
earthquake-plate-calculation,tfidf_desc,query_overlap,100,100,1,1,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
econ-detrending-correlation,tfidf_desc,query_overlap,100,100,1,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
energy-ac-optimal-power-flow,tfidf_desc,query_overlap,100,100,1,3,0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.7039180890341347,1
energy-market-pricing,tfidf_desc,query_overlap,100,100,1,4,0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0,0.6366824387328317,1
enterprise-information-search,tfidf_desc,query_overlap,100,100,1,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
exceltable-in-ppt,tfidf_desc,query_overlap,100,100,1,2,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.16666666666666666,0.21840743681816419,6
exoplanet-detection-period,tfidf_desc,query_overlap,100,100,1,5,0,1.0,1.0,1.0,1.0,1.0,0.4,0.4,0.4,1.0,0.5531464700081437,1
financial-modeling-qa,tfidf_desc,query_overlap,100,100,1,2,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
find-topk-similiar-chemicals,tfidf_desc,query_overlap,100,100,1,3,0,1.0,0.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.5,0.4632423659320675,2
fix-build-agentops,tfidf_desc,query_overlap,100,100,1,4,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
fix-build-google-auto,tfidf_desc,query_overlap,100,100,1,3,0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,0.6257049680303419,1
fix-druid-loophole-cve,tfidf_desc,query_overlap,100,100,1,2,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
fix-erlang-ssh-cve,tfidf_desc,query_overlap,100,100,1,6,0,1.0,0.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.5,0.5385499771840799,2
fix-visual-stability,tfidf_desc,query_overlap,100,100,1,3,0,1.0,0.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,0.2960819109658652,2
flink-query,tfidf_desc,query_overlap,100,100,1,2,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
flood-risk-analysis,tfidf_desc,query_overlap,100,100,1,3,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
gh-repo-analytics,tfidf_desc,query_overlap,100,100,1,1,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
glm-lake-mendota,tfidf_desc,query_overlap,100,100,1,3,0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,0.9674679834891693,1
gravitational-wave-detection,tfidf_desc,query_overlap,100,100,1,2,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
grid-dispatch-operator,tfidf_desc,query_overlap,100,100,1,3,0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,0.8854598815714874,1
hvac-control,tfidf_desc,query_overlap,100,100,1,5,0,1.0,0.0,1.0,1.0,1.0,0.2,0.2,0.2,0.5,0.21398626473452756,2
invoice-fraud-detection,tfidf_desc,query_overlap,100,100,1,3,0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.46927872602275644,1
jax-computing-basics,tfidf_desc,query_overlap,100,100,1,1,27,0.7272727272727273,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.16666666666666666,0.3562071871080222,6
jpg-ocr-stat,tfidf_desc,query_overlap,100,100,1,5,0,1.0,0.0,0.0,1.0,1.0,0.0,0.2,0.2,0.2,0.13120507751234178,5
lab-unit-harmonization,tfidf_desc,query_overlap,100,100,1,1,0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.25,0.43067655807339306,4
lake-warming-attribution,tfidf_desc,query_overlap,100,100,1,4,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
latex-formula-extraction,tfidf_desc,query_overlap,100,100,1,2,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
lean4-proof,tfidf_desc,query_overlap,100,100,1,2,70,0.2857142857142857,0.0,1.0,1.0,1.0,0.5,1.0,1.0,0.3333333333333333,0.5437713091520254,3
manufacturing-codebook-normalization,tfidf_desc,query_overlap,100,100,1,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
manufacturing-equipment-maintenance,tfidf_desc,query_overlap,100,100,1,2,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
manufacturing-fjsp-optimization,tfidf_desc,query_overlap,100,100,1,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
mario-coin-counting,tfidf_desc,query_overlap,100,100,1,3,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
mars-clouds-clustering,tfidf_desc,query_overlap,100,100,1,3,0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,0.6508205185601091,1
mhc-layer-impl,tfidf_desc,query_overlap,100,100,1,3,0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,0.6105456988825855,1
multilingual-video-dubbing,tfidf_desc,query_overlap,100,100,1,6,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
offer-letter-generator,tfidf_desc,query_overlap,100,100,1,1,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
organize-messy-files,tfidf_desc,query_overlap,100,100,1,5,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
paper-anonymizer,tfidf_desc,query_overlap,100,100,1,2,0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0,0.6131471927654584,1
parallel-tfidf-search,tfidf_desc,query_overlap,100,100,1,3,0,1.0,0.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,0.2960819109658652,2
pddl-tpp-planning,tfidf_desc,query_overlap,100,100,1,1,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
pdf-excel-diff,tfidf_desc,query_overlap,100,100,1,2,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
pedestrian-traffic-counting,tfidf_desc,query_overlap,100,100,1,4,0,1.0,0.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.44149241373678083,2
pg-essay-to-audiobook,tfidf_desc,query_overlap,100,100,1,4,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.25,0.16666666666666666,0.13905617951077562,6
powerlifting-coef-calc,tfidf_desc,query_overlap,100,100,1,3,0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.46927872602275644,1
pptx-reference-formatting,tfidf_desc,query_overlap,100,100,1,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
protein-expression-analysis,tfidf_desc,query_overlap,100,100,1,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
python-scala-translation,tfidf_desc,query_overlap,100,100,1,6,0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.6666666666666666,1.0,1.0,0.9238417859169579,1
quantum-numerical-simulation,tfidf_desc,query_overlap,100,100,1,1,0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.6309297535714575,2
r2r-mpc-control,tfidf_desc,query_overlap,100,100,1,4,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
react-performance-debugging,tfidf_desc,query_overlap,100,100,1,2,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
reserves-at-risk-calc,tfidf_desc,query_overlap,100,100,1,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
sales-pivot-analysis,tfidf_desc,query_overlap,100,100,1,2,0,1.0,0.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.38685280723454163,2
scheduling-email-assistant,tfidf_desc,query_overlap,100,100,1,2,0,1.0,0.0,0.0,1.0,1.0,0.0,0.5,0.5,0.25,0.2640681225725909,4
sec-financial-report,tfidf_desc,query_overlap,100,100,1,2,0,1.0,0.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.38685280723454163,2
seismic-phase-picking,tfidf_desc,query_overlap,100,100,1,4,0,1.0,1.0,1.0,1.0,1.0,0.25,0.5,0.5,1.0,0.5585075862632192,1
setup-fuzzing-py,tfidf_desc,query_overlap,100,100,1,3,0,1.0,0.0,0.0,1.0,1.0,0.0,0.3333333333333333,0.3333333333333333,0.25,0.20210734650054757,4
shock-analysis-demand,tfidf_desc,query_overlap,100,100,1,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
shock-analysis-supply,tfidf_desc,query_overlap,100,100,1,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
simpo-code-reproduction,tfidf_desc,query_overlap,100,100,1,2,0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0,0.6131471927654584,1
software-dependency-audit,tfidf_desc,query_overlap,100,100,1,3,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
speaker-diarization-subtitles,tfidf_desc,query_overlap,100,100,1,4,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.25,0.16666666666666666,0.13905617951077562,6
spring-boot-jakarta-migration,tfidf_desc,query_overlap,100,100,1,5,0,1.0,1.0,1.0,1.0,1.0,0.4,0.4,0.4,1.0,0.5087403079104241,1
suricata-custom-exfil,tfidf_desc,query_overlap,100,100,1,3,0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.7653606369886217,1
syzkaller-ppdev-syzlang,tfidf_desc,query_overlap,100,100,1,3,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
taxonomy-tree-merge,tfidf_desc,query_overlap,100,100,1,1,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
threejs-structure-parser,tfidf_desc,query_overlap,100,100,1,2,0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.6934264036172708,2
threejs-to-obj,tfidf_desc,query_overlap,100,100,1,2,0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0,0.6131471927654584,1
travel-planning,tfidf_desc,query_overlap,100,100,1,6,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
trend-anomaly-causal-inference,tfidf_desc,query_overlap,100,100,1,4,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
video-filler-word-remover,tfidf_desc,query_overlap,100,100,1,3,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6666666666666666,0.16666666666666666,0.30281242839865,6
video-silence-remover,tfidf_desc,query_overlap,100,100,1,7,0,1.0,1.0,1.0,1.0,1.0,0.14285714285714285,0.2857142857142857,0.42857142857142855,1.0,0.4799729543637735,1
video-tutorial-indexer,tfidf_desc,query_overlap,100,100,1,1,0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.5,3
virtualhome-agent-planning,tfidf_desc,query_overlap,100,100,1,1,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
weighted-gdp-calc,tfidf_desc,query_overlap,100,100,1,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
xlsx-recover-data,tfidf_desc,query_overlap,100,100,1,2,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3d-scan-calc,tfidf_desc,query_overlap,100,100,2,1,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
adaptive-cruise-control,tfidf_desc,query_overlap,100,100,2,5,0,1.0,1.0,1.0,1.0,1.0,0.4,0.4,0.6,1.0,0.6661998717660157,1
azure-bgp-oscillation-route-leak,tfidf_desc,query_overlap,100,100,2,1,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
citation-check,tfidf_desc,query_overlap,100,100,2,1,0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.6309297535714575,2
civ6-adjacency-optimizer,tfidf_desc,query_overlap,100,100,2,4,0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0,0.5855700749881525,1
court-form-filling,tfidf_desc,query_overlap,100,100,2,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
crystallographic-wyckoff-position-analysis,tfidf_desc,query_overlap,100,100,2,2,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
dapt-intrusion-detection,tfidf_desc,query_overlap,100,100,2,2,0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0,0.6131471927654584,1
data-to-d3,tfidf_desc,query_overlap,100,100,2,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
dialogue-parser,tfidf_desc,query_overlap,100,100,2,1,0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.5,3
dynamic-object-aware-egomotion,tfidf_desc,query_overlap,100,100,2,4,0,1.0,1.0,1.0,1.0,1.0,0.25,0.25,0.25,1.0,0.3903800499921017,1
earthquake-phase-association,tfidf_desc,query_overlap,100,100,2,4,81,0.15625,1.0,1.0,1.0,1.0,0.75,0.75,0.75,1.0,0.8318724637288826,1
earthquake-plate-calculation,tfidf_desc,query_overlap,100,100,2,1,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
econ-detrending-correlation,tfidf_desc,query_overlap,100,100,2,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
energy-ac-optimal-power-flow,tfidf_desc,query_overlap,100,100,2,3,0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.7039180890341347,1
energy-market-pricing,tfidf_desc,query_overlap,100,100,2,4,0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0,0.6366824387328317,1
enterprise-information-search,tfidf_desc,query_overlap,100,100,2,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
exceltable-in-ppt,tfidf_desc,query_overlap,100,100,2,2,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.16666666666666666,0.21840743681816419,6
exoplanet-detection-period,tfidf_desc,query_overlap,100,100,2,5,0,1.0,1.0,1.0,1.0,1.0,0.4,0.4,0.4,1.0,0.5531464700081437,1
financial-modeling-qa,tfidf_desc,query_overlap,100,100,2,2,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
find-topk-similiar-chemicals,tfidf_desc,query_overlap,100,100,2,3,0,1.0,0.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.5,0.4632423659320675,2
fix-build-agentops,tfidf_desc,query_overlap,100,100,2,4,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
fix-build-google-auto,tfidf_desc,query_overlap,100,100,2,3,0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,0.6257049680303419,1
fix-druid-loophole-cve,tfidf_desc,query_overlap,100,100,2,2,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
fix-erlang-ssh-cve,tfidf_desc,query_overlap,100,100,2,6,0,1.0,0.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.5,0.5385499771840799,2
fix-visual-stability,tfidf_desc,query_overlap,100,100,2,3,0,1.0,0.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,0.2960819109658652,2
flink-query,tfidf_desc,query_overlap,100,100,2,2,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
flood-risk-analysis,tfidf_desc,query_overlap,100,100,2,3,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
gh-repo-analytics,tfidf_desc,query_overlap,100,100,2,1,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
