task_id,fold,method,gold_count,is_multi_skill,retrieved_ids,gold_ids,hit_ids,top1_is_gold,any_gold_coverage,complete_gold_coverage,gold_recall,skill_precision,extra_skill_count,context_tokens_approx,underload
video-silence-remover,0,graph_all_content_seed3,7,1,guia-matthieu--pydub-automation|benchflow-ai--FFmpeg Audio Processing|benchflow-ai--silence-detector|plurigrid--ffmpeg-media|simonlee2--ffmpeg-toolkit|benchflow-ai--pause-detector|benchflow-ai--energy-calculator|MadAppGang--ffmpeg-core|digitalsamba--ffmpeg|pproenca--audio-voice-recovery,benchflow-ai--audio-extractor|benchflow-ai--energy-calculator|benchflow-ai--pause-detector|benchflow-ai--report-generator|benchflow-ai--segment-combiner|benchflow-ai--silence-detector|benchflow-ai--video-processor,benchflow-ai--silence-detector|benchflow-ai--pause-detector|benchflow-ai--energy-calculator,0,1,0,0.42857142857142855,0.3,7,18267,1
video-silence-remover,0,graph_cv_corequired_seed3,7,1,guia-matthieu--pydub-automation|benchflow-ai--FFmpeg Audio Processing|benchflow-ai--silence-detector|plurigrid--ffmpeg-media|simonlee2--ffmpeg-toolkit|benchflow-ai--energy-calculator|benchflow-ai--pause-detector|benchflow-ai--Voice Activity Detection (VAD)|henkisdabro--ffmpeg-cli|MadAppGang--ffmpeg-core,benchflow-ai--audio-extractor|benchflow-ai--energy-calculator|benchflow-ai--pause-detector|benchflow-ai--report-generator|benchflow-ai--segment-combiner|benchflow-ai--silence-detector|benchflow-ai--video-processor,benchflow-ai--silence-detector|benchflow-ai--energy-calculator|benchflow-ai--pause-detector,0,1,0,0.42857142857142855,0.3,7,14370,1
video-silence-remover,0,graph_cv_all_seed3,7,1,guia-matthieu--pydub-automation|benchflow-ai--FFmpeg Audio Processing|benchflow-ai--silence-detector|plurigrid--ffmpeg-media|simonlee2--ffmpeg-toolkit|benchflow-ai--pause-detector|benchflow-ai--energy-calculator|MadAppGang--ffmpeg-core|digitalsamba--ffmpeg|pproenca--audio-voice-recovery,benchflow-ai--audio-extractor|benchflow-ai--energy-calculator|benchflow-ai--pause-detector|benchflow-ai--report-generator|benchflow-ai--segment-combiner|benchflow-ai--silence-detector|benchflow-ai--video-processor,benchflow-ai--silence-detector|benchflow-ai--pause-detector|benchflow-ai--energy-calculator,0,1,0,0.42857142857142855,0.3,7,18267,1
video-silence-remover,0,graph_cv_all_seed5,7,1,guia-matthieu--pydub-automation|benchflow-ai--FFmpeg Audio Processing|benchflow-ai--silence-detector|plurigrid--ffmpeg-media|simonlee2--ffmpeg-toolkit|MadAppGang--ffmpeg-core|henkisdabro--ffmpeg-cli|digitalsamba--ffmpeg|guia-matthieu--video-processing|curiositech--video-processing-editing,benchflow-ai--audio-extractor|benchflow-ai--energy-calculator|benchflow-ai--pause-detector|benchflow-ai--report-generator|benchflow-ai--segment-combiner|benchflow-ai--silence-detector|benchflow-ai--video-processor,benchflow-ai--silence-detector,0,1,0,0.14285714285714285,0.1,9,20804,1
video-silence-remover,0,graph_cv_prune_top20,7,1,guia-matthieu--pydub-automation|benchflow-ai--FFmpeg Audio Processing|benchflow-ai--silence-detector|plurigrid--ffmpeg-media|simonlee2--ffmpeg-toolkit|benchflow-ai--pause-detector|benchflow-ai--energy-calculator|MadAppGang--ffmpeg-core|digitalsamba--ffmpeg|pproenca--audio-voice-recovery,benchflow-ai--audio-extractor|benchflow-ai--energy-calculator|benchflow-ai--pause-detector|benchflow-ai--report-generator|benchflow-ai--segment-combiner|benchflow-ai--silence-detector|benchflow-ai--video-processor,benchflow-ai--silence-detector|benchflow-ai--pause-detector|benchflow-ai--energy-calculator,0,1,0,0.42857142857142855,0.3,7,18267,1
video-silence-remover,0,graph_transductive_upper_bound,7,1,guia-matthieu--pydub-automation|benchflow-ai--FFmpeg Audio Processing|benchflow-ai--silence-detector|benchflow-ai--pause-detector|benchflow-ai--energy-calculator|benchflow-ai--audio-extractor|benchflow-ai--FFmpeg Format Conversion|benchflow-ai--FFmpeg Media Info|benchflow-ai--FFmpeg Video Editing|plurigrid--ffmpeg-media,benchflow-ai--audio-extractor|benchflow-ai--energy-calculator|benchflow-ai--pause-detector|benchflow-ai--report-generator|benchflow-ai--segment-combiner|benchflow-ai--silence-detector|benchflow-ai--video-processor,benchflow-ai--silence-detector|benchflow-ai--pause-detector|benchflow-ai--energy-calculator|benchflow-ai--audio-extractor,0,1,0,0.5714285714285714,0.4,6,10501,1
weighted-gdp-calc,0,bm25_top10,1,0,vasilyu1983--document-xlsx|fergana-labs--excel|K-Dense-AI--xlsx|jimmc414--xlsx|davila7--spreadsheet|benchflow-ai--xlsx-3|autumnsgrove--xlsx|jmsktm--spreadsheet-builder|henkisdabro--xlsx|sickn33--xlsx-official,benchflow-ai--xlsx-1,,0,0,0,0.0,0.0,10,22461,1
weighted-gdp-calc,0,hybrid_top10,1,0,vasilyu1983--document-xlsx|benchflow-ai--xlsx-3|davila7--spreadsheet|vamseeachanta--openpyxl|sickn33--xlsx-official|K-Dense-AI--xlsx|jimmc414--xlsx|composiohq--xlsx|dedalus-erp-pas--xlsx|eyadsibai--xlsx,benchflow-ai--xlsx-1,,0,0,0,0.0,0.0,10,32115,1
weighted-gdp-calc,0,graph_semantic_seed3,1,0,vasilyu1983--document-xlsx|benchflow-ai--xlsx-3|davila7--spreadsheet|vamseeachanta--openpyxl|jd-opensource--xlsx|krishagel--xlsx|snyk--xlsx|vibery-studio--xlsx|composiohq--xlsx|eyadsibai--xlsx,benchflow-ai--xlsx-1,,0,0,0,0.0,0.0,10,31904,1
weighted-gdp-calc,0,graph_metadata_seed3,1,0,vasilyu1983--document-xlsx|benchflow-ai--xlsx-3|davila7--spreadsheet|vamseeachanta--openpyxl|K-Dense-AI--xlsx|jimmc414--xlsx|sickn33--xlsx-official|wwwzhouhui--excel-report-generator|autumnsgrove--xlsx|apetta--agent-xlsx,benchflow-ai--xlsx-1,,0,0,0,0.0,0.0,10,32743,1
weighted-gdp-calc,0,graph_all_content_seed3,1,0,vasilyu1983--document-xlsx|benchflow-ai--xlsx-3|davila7--spreadsheet|vamseeachanta--openpyxl|krishagel--xlsx|snyk--xlsx|vibery-studio--xlsx|jd-opensource--xlsx|K-Dense-AI--xlsx|wwwzhouhui--excel-report-generator,benchflow-ai--xlsx-1,,0,0,0,0.0,0.0,10,31146,1
weighted-gdp-calc,0,graph_cv_corequired_seed3,1,0,vasilyu1983--document-xlsx|benchflow-ai--xlsx-3|davila7--spreadsheet|benchflow-ai--pdf-3|vamseeachanta--openpyxl|sickn33--xlsx-official|K-Dense-AI--xlsx|jimmc414--xlsx|composiohq--xlsx|dedalus-erp-pas--xlsx,benchflow-ai--xlsx-1,,0,0,0,0.0,0.0,10,31078,1
weighted-gdp-calc,0,graph_cv_all_seed3,1,0,vasilyu1983--document-xlsx|benchflow-ai--xlsx-3|davila7--spreadsheet|vamseeachanta--openpyxl|krishagel--xlsx|snyk--xlsx|vibery-studio--xlsx|jd-opensource--xlsx|K-Dense-AI--xlsx|wwwzhouhui--excel-report-generator,benchflow-ai--xlsx-1,,0,0,0,0.0,0.0,10,31146,1
weighted-gdp-calc,0,graph_cv_all_seed5,1,0,vasilyu1983--document-xlsx|benchflow-ai--xlsx-3|davila7--spreadsheet|vamseeachanta--openpyxl|sickn33--xlsx-official|jd-opensource--xlsx|krishagel--xlsx|snyk--xlsx|vibery-studio--xlsx|eyadsibai--xlsx,benchflow-ai--xlsx-1,,0,0,0,0.0,0.0,10,31870,1
weighted-gdp-calc,0,graph_cv_prune_top20,1,0,vasilyu1983--document-xlsx|benchflow-ai--xlsx-3|davila7--spreadsheet|vamseeachanta--openpyxl|krishagel--xlsx|snyk--xlsx|jd-opensource--xlsx|K-Dense-AI--xlsx|jimmc414--xlsx|composiohq--xlsx,benchflow-ai--xlsx-1,,0,0,0,0.0,0.0,10,32156,1
weighted-gdp-calc,0,graph_transductive_upper_bound,1,0,vasilyu1983--document-xlsx|benchflow-ai--xlsx-3|davila7--spreadsheet|vamseeachanta--openpyxl|krishagel--xlsx|snyk--xlsx|vibery-studio--xlsx|jd-opensource--xlsx|K-Dense-AI--xlsx|wwwzhouhui--excel-report-generator,benchflow-ai--xlsx-1,,0,0,0,0.0,0.0,10,31146,1
azure-bgp-oscillation-route-leak,1,bm25_top10,1,0,eyadsibai--networkx|plurigrid--crn-topology|benchflow-ai--azure-bgp|benchflow-ai--power-flow-data|saschabrunnerch--arcgis-utility-networks|markdown-viewer--graphviz|catlog22--review-cycle|mepuka--effect-http-routing|curiositech--hr-network-analyst|LerianStudio--dev-feedback-loop,benchflow-ai--azure-bgp,benchflow-ai--azure-bgp,0,1,1,1.0,0.1,9,20920,0
azure-bgp-oscillation-route-leak,1,hybrid_top10,1,0,markdown-viewer--graphviz|benchflow-ai--azure-bgp|plurigrid--crn-topology|eyadsibai--networkx|outlinedriven--langgraph|markdown-viewer--network|davila7--networkx|curiositech--hr-network-analyst|ancoleman--using-graph-databases|aj-geddes--network-analysis,benchflow-ai--azure-bgp,benchflow-ai--azure-bgp,0,1,1,1.0,0.1,9,15921,0
azure-bgp-oscillation-route-leak,1,graph_semantic_seed3,1,0,markdown-viewer--graphviz|benchflow-ai--azure-bgp|plurigrid--crn-topology|eyadsibai--networkx|markdown-viewer--network|davila7--networkx|outlinedriven--langgraph|curiositech--hr-network-analyst|ancoleman--using-graph-databases|leaderiop--packages-graph,benchflow-ai--azure-bgp,benchflow-ai--azure-bgp,0,1,1,1.0,0.1,9,13704,0
azure-bgp-oscillation-route-leak,1,graph_metadata_seed3,1,0,markdown-viewer--graphviz|benchflow-ai--azure-bgp|plurigrid--crn-topology|outlinedriven--langgraph|eyadsibai--networkx|markdown-viewer--network|davila7--networkx|curiositech--hr-network-analyst|ancoleman--using-graph-databases|aj-geddes--network-analysis,benchflow-ai--azure-bgp,benchflow-ai--azure-bgp,0,1,1,1.0,0.1,9,15921,0
azure-bgp-oscillation-route-leak,1,graph_all_content_seed3,1,0,markdown-viewer--graphviz|benchflow-ai--azure-bgp|plurigrid--crn-topology|eyadsibai--networkx|markdown-viewer--network|outlinedriven--langgraph|davila7--networkx|curiositech--hr-network-analyst|ancoleman--using-graph-databases|leaderiop--packages-graph,benchflow-ai--azure-bgp,benchflow-ai--azure-bgp,0,1,1,1.0,0.1,9,13704,0
azure-bgp-oscillation-route-leak,1,graph_cv_corequired_seed3,1,0,markdown-viewer--graphviz|benchflow-ai--azure-bgp|plurigrid--crn-topology|eyadsibai--networkx|outlinedriven--langgraph|markdown-viewer--network|davila7--networkx|curiositech--hr-network-analyst|ancoleman--using-graph-databases|aj-geddes--network-analysis,benchflow-ai--azure-bgp,benchflow-ai--azure-bgp,0,1,1,1.0,0.1,9,15921,0
azure-bgp-oscillation-route-leak,1,graph_cv_all_seed3,1,0,markdown-viewer--graphviz|benchflow-ai--azure-bgp|plurigrid--crn-topology|eyadsibai--networkx|markdown-viewer--network|outlinedriven--langgraph|davila7--networkx|curiositech--hr-network-analyst|ancoleman--using-graph-databases|leaderiop--packages-graph,benchflow-ai--azure-bgp,benchflow-ai--azure-bgp,0,1,1,1.0,0.1,9,13704,0
azure-bgp-oscillation-route-leak,1,graph_cv_all_seed5,1,0,markdown-viewer--graphviz|benchflow-ai--azure-bgp|plurigrid--crn-topology|eyadsibai--networkx|outlinedriven--langgraph|davila7--networkx|markdown-viewer--network|XSpoonAi--spoon-graph-development|yonatangross--langgraph|existential-birds--langgraph-implementation,benchflow-ai--azure-bgp,benchflow-ai--azure-bgp,0,1,1,1.0,0.1,9,13992,0
azure-bgp-oscillation-route-leak,1,graph_cv_prune_top20,1,0,markdown-viewer--graphviz|benchflow-ai--azure-bgp|plurigrid--crn-topology|eyadsibai--networkx|markdown-viewer--network|outlinedriven--langgraph|davila7--networkx|curiositech--hr-network-analyst|ancoleman--using-graph-databases|aj-geddes--network-analysis,benchflow-ai--azure-bgp,benchflow-ai--azure-bgp,0,1,1,1.0,0.1,9,15921,0
azure-bgp-oscillation-route-leak,1,graph_transductive_upper_bound,1,0,markdown-viewer--graphviz|benchflow-ai--azure-bgp|plurigrid--crn-topology|eyadsibai--networkx|markdown-viewer--network|outlinedriven--langgraph|davila7--networkx|curiositech--hr-network-analyst|ancoleman--using-graph-databases|leaderiop--packages-graph,benchflow-ai--azure-bgp,benchflow-ai--azure-bgp,0,1,1,1.0,0.1,9,13704,0
dapt-intrusion-detection,1,bm25_top10,2,1,benchflow-ai--pcap-analysis|zebbern--wireshark-network-traffic-analysis|sickn33--protocol-reverse-engineering|oimiragieo--protocol-reverse-engineering|rmyndharis--protocol-reverse-engineering|wshobson--protocol-reverse-engineering|sherifeldeeb--network-forensics|sickn33--wireshark-analysis|ljagiello--ctf-forensics|brownfinesecurity--netflows,benchflow-ai--pcap-analysis|benchflow-ai--threat-detection,benchflow-ai--pcap-analysis,1,1,0,0.5,0.1,9,26533,1
dapt-intrusion-detection,1,hybrid_top10,2,1,benchflow-ai--pcap-analysis|zebbern--wireshark-network-traffic-analysis|sickn33--protocol-reverse-engineering|sickn33--wireshark-analysis|oimiragieo--protocol-reverse-engineering|sherifeldeeb--network-forensics|brownfinesecurity--netflows|rmyndharis--protocol-reverse-engineering|wshobson--protocol-reverse-engineering|chaterm--traffic-analysis,benchflow-ai--pcap-analysis|benchflow-ai--threat-detection,benchflow-ai--pcap-analysis,1,1,0,0.5,0.1,9,24346,1
dapt-intrusion-detection,1,graph_semantic_seed3,2,1,benchflow-ai--pcap-analysis|zebbern--wireshark-network-traffic-analysis|sickn33--protocol-reverse-engineering|sickn33--wireshark-analysis|sherifeldeeb--network-forensics|benchflow-ai--pcap-triage-tshark|oimiragieo--protocol-reverse-engineering|brownfinesecurity--netflows|rmyndharis--protocol-reverse-engineering|wshobson--protocol-reverse-engineering,benchflow-ai--pcap-analysis|benchflow-ai--threat-detection,benchflow-ai--pcap-analysis,1,1,0,0.5,0.1,9,23755,1
dapt-intrusion-detection,1,graph_metadata_seed3,2,1,benchflow-ai--pcap-analysis|zebbern--wireshark-network-traffic-analysis|sickn33--protocol-reverse-engineering|sickn33--wireshark-analysis|oimiragieo--protocol-reverse-engineering|sherifeldeeb--network-forensics|brownfinesecurity--netflows|rmyndharis--protocol-reverse-engineering|wshobson--protocol-reverse-engineering|chaterm--traffic-analysis,benchflow-ai--pcap-analysis|benchflow-ai--threat-detection,benchflow-ai--pcap-analysis,1,1,0,0.5,0.1,9,24346,1
dapt-intrusion-detection,1,graph_all_content_seed3,2,1,benchflow-ai--pcap-analysis|zebbern--wireshark-network-traffic-analysis|sickn33--protocol-reverse-engineering|sickn33--wireshark-analysis|benchflow-ai--pcap-triage-tshark|sherifeldeeb--network-forensics|oimiragieo--protocol-reverse-engineering|brownfinesecurity--netflows|rmyndharis--protocol-reverse-engineering|wshobson--protocol-reverse-engineering,benchflow-ai--pcap-analysis|benchflow-ai--threat-detection,benchflow-ai--pcap-analysis,1,1,0,0.5,0.1,9,23755,1
dapt-intrusion-detection,1,graph_cv_corequired_seed3,2,1,benchflow-ai--pcap-analysis|zebbern--wireshark-network-traffic-analysis|sickn33--protocol-reverse-engineering|sickn33--wireshark-analysis|oimiragieo--protocol-reverse-engineering|sherifeldeeb--network-forensics|brownfinesecurity--netflows|rmyndharis--protocol-reverse-engineering|wshobson--protocol-reverse-engineering|chaterm--traffic-analysis,benchflow-ai--pcap-analysis|benchflow-ai--threat-detection,benchflow-ai--pcap-analysis,1,1,0,0.5,0.1,9,24346,1
dapt-intrusion-detection,1,graph_cv_all_seed3,2,1,benchflow-ai--pcap-analysis|zebbern--wireshark-network-traffic-analysis|sickn33--protocol-reverse-engineering|sickn33--wireshark-analysis|benchflow-ai--pcap-triage-tshark|sherifeldeeb--network-forensics|oimiragieo--protocol-reverse-engineering|brownfinesecurity--netflows|rmyndharis--protocol-reverse-engineering|wshobson--protocol-reverse-engineering,benchflow-ai--pcap-analysis|benchflow-ai--threat-detection,benchflow-ai--pcap-analysis,1,1,0,0.5,0.1,9,23755,1
dapt-intrusion-detection,1,graph_cv_all_seed5,2,1,benchflow-ai--pcap-analysis|zebbern--wireshark-network-traffic-analysis|sickn33--protocol-reverse-engineering|sickn33--wireshark-analysis|oimiragieo--protocol-reverse-engineering|benchflow-ai--pcap-triage-tshark|sherifeldeeb--network-forensics|rmyndharis--protocol-reverse-engineering|wshobson--protocol-reverse-engineering|brownfinesecurity--netflows,benchflow-ai--pcap-analysis|benchflow-ai--threat-detection,benchflow-ai--pcap-analysis,1,1,0,0.5,0.1,9,23755,1
dapt-intrusion-detection,1,graph_cv_prune_top20,2,1,benchflow-ai--pcap-analysis|zebbern--wireshark-network-traffic-analysis|sickn33--protocol-reverse-engineering|sickn33--wireshark-analysis|benchflow-ai--pcap-triage-tshark|sherifeldeeb--network-forensics|oimiragieo--protocol-reverse-engineering|brownfinesecurity--netflows|rmyndharis--protocol-reverse-engineering|wshobson--protocol-reverse-engineering,benchflow-ai--pcap-analysis|benchflow-ai--threat-detection,benchflow-ai--pcap-analysis,1,1,0,0.5,0.1,9,23755,1
dapt-intrusion-detection,1,graph_transductive_upper_bound,2,1,benchflow-ai--pcap-analysis|zebbern--wireshark-network-traffic-analysis|sickn33--protocol-reverse-engineering|sickn33--wireshark-analysis|benchflow-ai--pcap-triage-tshark|sherifeldeeb--network-forensics|benchflow-ai--threat-detection|oimiragieo--protocol-reverse-engineering|brownfinesecurity--netflows|rmyndharis--protocol-reverse-engineering,benchflow-ai--pcap-analysis|benchflow-ai--threat-detection,benchflow-ai--pcap-analysis|benchflow-ai--threat-detection,1,1,1,1.0,0.2,8,21882,0
dynamic-object-aware-egomotion,1,bm25_top10,4,1,benchflow-ai--egomotion-estimation|tondevrel--opencv|eachlabs--video-stabilization|inference-sh--image-to-video|benchflow-ai--dyn-object-masks|dylantarre--video-motion-graphics|ncklrs--motion-designer|CharlesWiltgen--axiom-camera-capture|cowork-os--dcf-valuation|travisjneuman--video-production,benchflow-ai--dyn-object-masks|benchflow-ai--egomotion-estimation|benchflow-ai--output-validation|benchflow-ai--sampling-and-indexing,benchflow-ai--egomotion-estimation|benchflow-ai--dyn-object-masks,1,1,0,0.5,0.2,8,28647,1
dynamic-object-aware-egomotion,1,hybrid_top10,4,1,benchflow-ai--egomotion-estimation|benchflow-ai--dyn-object-masks|tondevrel--opencv|benchflow-ai--sampling-and-indexing|inference-sh--image-to-video|eachlabs--video-noise-reduction|dylantarre--video-motion-graphics|eachlabs--video-stabilization|ncklrs--motion-designer|davila7--flowio,benchflow-ai--dyn-object-masks|benchflow-ai--egomotion-estimation|benchflow-ai--output-validation|benchflow-ai--sampling-and-indexing,benchflow-ai--egomotion-estimation|benchflow-ai--dyn-object-masks|benchflow-ai--sampling-and-indexing,1,1,0,0.75,0.3,7,25150,1
dynamic-object-aware-egomotion,1,graph_semantic_seed3,4,1,benchflow-ai--egomotion-estimation|benchflow-ai--dyn-object-masks|tondevrel--opencv|benchflow-ai--sampling-and-indexing|inference-sh--image-to-video|letta-ai--video-processing|eachlabs--video-noise-reduction|benchflow-ai--video-frame-extraction|dylantarre--video-motion-graphics|eachlabs--video-stabilization,benchflow-ai--dyn-object-masks|benchflow-ai--egomotion-estimation|benchflow-ai--output-validation|benchflow-ai--sampling-and-indexing,benchflow-ai--egomotion-estimation|benchflow-ai--dyn-object-masks|benchflow-ai--sampling-and-indexing,1,1,0,0.75,0.3,7,24786,1
dynamic-object-aware-egomotion,1,graph_metadata_seed3,4,1,benchflow-ai--egomotion-estimation|benchflow-ai--dyn-object-masks|tondevrel--opencv|benchflow-ai--sampling-and-indexing|inference-sh--image-to-video|eachlabs--video-noise-reduction|dylantarre--video-motion-graphics|benchflow-ai--video-frame-extraction|davila7--senior-computer-vision|eachlabs--video-stabilization,benchflow-ai--dyn-object-masks|benchflow-ai--egomotion-estimation|benchflow-ai--output-validation|benchflow-ai--sampling-and-indexing,benchflow-ai--egomotion-estimation|benchflow-ai--dyn-object-masks|benchflow-ai--sampling-and-indexing,1,1,0,0.75,0.3,7,23563,1
dynamic-object-aware-egomotion,1,graph_all_content_seed3,4,1,benchflow-ai--egomotion-estimation|benchflow-ai--dyn-object-masks|tondevrel--opencv|benchflow-ai--sampling-and-indexing|benchflow-ai--video-frame-extraction|davila7--senior-computer-vision|inference-sh--image-to-video|letta-ai--video-processing|eachlabs--video-noise-reduction|curiositech--computer-vision-pipeline,benchflow-ai--dyn-object-masks|benchflow-ai--egomotion-estimation|benchflow-ai--output-validation|benchflow-ai--sampling-and-indexing,benchflow-ai--egomotion-estimation|benchflow-ai--dyn-object-masks|benchflow-ai--sampling-and-indexing,1,1,0,0.75,0.3,7,25866,1
dynamic-object-aware-egomotion,1,graph_cv_corequired_seed3,4,1,benchflow-ai--egomotion-estimation|benchflow-ai--dyn-object-masks|tondevrel--opencv|benchflow-ai--sampling-and-indexing|inference-sh--image-to-video|eachlabs--video-noise-reduction|dylantarre--video-motion-graphics|eachlabs--video-stabilization|ncklrs--motion-designer|davila7--flowio,benchflow-ai--dyn-object-masks|benchflow-ai--egomotion-estimation|benchflow-ai--output-validation|benchflow-ai--sampling-and-indexing,benchflow-ai--egomotion-estimation|benchflow-ai--dyn-object-masks|benchflow-ai--sampling-and-indexing,1,1,0,0.75,0.3,7,25150,1
dynamic-object-aware-egomotion,1,graph_cv_all_seed3,4,1,benchflow-ai--egomotion-estimation|benchflow-ai--dyn-object-masks|tondevrel--opencv|benchflow-ai--sampling-and-indexing|benchflow-ai--video-frame-extraction|davila7--senior-computer-vision|inference-sh--image-to-video|letta-ai--video-processing|eachlabs--video-noise-reduction|curiositech--computer-vision-pipeline,benchflow-ai--dyn-object-masks|benchflow-ai--egomotion-estimation|benchflow-ai--output-validation|benchflow-ai--sampling-and-indexing,benchflow-ai--egomotion-estimation|benchflow-ai--dyn-object-masks|benchflow-ai--sampling-and-indexing,1,1,0,0.75,0.3,7,25866,1
dynamic-object-aware-egomotion,1,graph_cv_all_seed5,4,1,benchflow-ai--egomotion-estimation|benchflow-ai--dyn-object-masks|tondevrel--opencv|benchflow-ai--sampling-and-indexing|inference-sh--image-to-video|dylantarre--video-motion-graphics|benchflow-ai--video-frame-extraction|davila7--senior-computer-vision|letta-ai--video-processing|eachlabs--video-noise-reduction,benchflow-ai--dyn-object-masks|benchflow-ai--egomotion-estimation|benchflow-ai--output-validation|benchflow-ai--sampling-and-indexing,benchflow-ai--egomotion-estimation|benchflow-ai--dyn-object-masks|benchflow-ai--sampling-and-indexing,1,1,0,0.75,0.3,7,23103,1
dynamic-object-aware-egomotion,1,graph_cv_prune_top20,4,1,benchflow-ai--egomotion-estimation|benchflow-ai--dyn-object-masks|tondevrel--opencv|benchflow-ai--sampling-and-indexing|benchflow-ai--video-frame-extraction|inference-sh--image-to-video|letta-ai--video-processing|eachlabs--video-noise-reduction|dylantarre--video-motion-graphics|eachlabs--video-stabilization,benchflow-ai--dyn-object-masks|benchflow-ai--egomotion-estimation|benchflow-ai--output-validation|benchflow-ai--sampling-and-indexing,benchflow-ai--egomotion-estimation|benchflow-ai--dyn-object-masks|benchflow-ai--sampling-and-indexing,1,1,0,0.75,0.3,7,24786,1
dynamic-object-aware-egomotion,1,graph_transductive_upper_bound,4,1,benchflow-ai--egomotion-estimation|benchflow-ai--dyn-object-masks|tondevrel--opencv|benchflow-ai--sampling-and-indexing|benchflow-ai--output-validation|benchflow-ai--video-frame-extraction|davila7--senior-computer-vision|inference-sh--image-to-video|letta-ai--video-processing|eachlabs--video-noise-reduction,benchflow-ai--dyn-object-masks|benchflow-ai--egomotion-estimation|benchflow-ai--output-validation|benchflow-ai--sampling-and-indexing,benchflow-ai--egomotion-estimation|benchflow-ai--dyn-object-masks|benchflow-ai--sampling-and-indexing|benchflow-ai--output-validation,1,1,1,1.0,0.4,6,22482,0
earthquake-plate-calculation,1,bm25_top10,1,0,benchflow-ai--geospatial-analysis|eyadsibai--geopandas|curiositech--geospatial-data-pipeline|mapbox--mapbox-store-locator-patterns|linehaul-ai--geospatial-postgis-patterns|davila7--geopandas|udecode--writing-changesets|mapbox--mapbox-geospatial-operations|plurigrid--ultrametric-distance|benchflow-ai--custom-distance-metrics,benchflow-ai--geospatial-analysis,benchflow-ai--geospatial-analysis,1,1,1,1.0,0.1,9,28925,0
earthquake-plate-calculation,1,hybrid_top10,1,0,benchflow-ai--geospatial-analysis|eyadsibai--geopandas|davila7--geopandas|tondevrel--geopandas|mapbox--mapbox-geospatial-operations|linehaul-ai--geospatial-postgis-patterns|tondevrel--pyproj|udecode--writing-changesets|plurigrid--ultrametric-distance|curiositech--geospatial-data-pipeline,benchflow-ai--geospatial-analysis,benchflow-ai--geospatial-analysis,1,1,1,1.0,0.1,9,26325,0
earthquake-plate-calculation,1,graph_semantic_seed3,1,0,benchflow-ai--geospatial-analysis|eyadsibai--geopandas|davila7--geopandas|tondevrel--geopandas|tondevrel--pyproj|mapbox--mapbox-geospatial-operations|curiositech--geospatial-data-pipeline|linehaul-ai--geospatial-postgis-patterns|udecode--writing-changesets|plurigrid--ultrametric-distance,benchflow-ai--geospatial-analysis,benchflow-ai--geospatial-analysis,1,1,1,1.0,0.1,9,26325,0
earthquake-plate-calculation,1,graph_metadata_seed3,1,0,benchflow-ai--geospatial-analysis|eyadsibai--geopandas|davila7--geopandas|tondevrel--geopandas|mapbox--mapbox-geospatial-operations|linehaul-ai--geospatial-postgis-patterns|tondevrel--pyproj|udecode--writing-changesets|plurigrid--ultrametric-distance|curiositech--geospatial-data-pipeline,benchflow-ai--geospatial-analysis,benchflow-ai--geospatial-analysis,1,1,1,1.0,0.1,9,26325,0
earthquake-plate-calculation,1,graph_all_content_seed3,1,0,benchflow-ai--geospatial-analysis|eyadsibai--geopandas|davila7--geopandas|tondevrel--geopandas|tondevrel--pyproj|mapbox--mapbox-geospatial-operations|curiositech--geospatial-data-pipeline|linehaul-ai--geospatial-postgis-patterns|udecode--writing-changesets|plurigrid--ultrametric-distance,benchflow-ai--geospatial-analysis,benchflow-ai--geospatial-analysis,1,1,1,1.0,0.1,9,26325,0
earthquake-plate-calculation,1,graph_cv_corequired_seed3,1,0,benchflow-ai--geospatial-analysis|eyadsibai--geopandas|davila7--geopandas|tondevrel--geopandas|mapbox--mapbox-geospatial-operations|linehaul-ai--geospatial-postgis-patterns|tondevrel--pyproj|udecode--writing-changesets|plurigrid--ultrametric-distance|curiositech--geospatial-data-pipeline,benchflow-ai--geospatial-analysis,benchflow-ai--geospatial-analysis,1,1,1,1.0,0.1,9,26325,0
earthquake-plate-calculation,1,graph_cv_all_seed3,1,0,benchflow-ai--geospatial-analysis|eyadsibai--geopandas|davila7--geopandas|tondevrel--geopandas|tondevrel--pyproj|mapbox--mapbox-geospatial-operations|curiositech--geospatial-data-pipeline|linehaul-ai--geospatial-postgis-patterns|udecode--writing-changesets|plurigrid--ultrametric-distance,benchflow-ai--geospatial-analysis,benchflow-ai--geospatial-analysis,1,1,1,1.0,0.1,9,26325,0
earthquake-plate-calculation,1,graph_cv_all_seed5,1,0,benchflow-ai--geospatial-analysis|eyadsibai--geopandas|davila7--geopandas|tondevrel--geopandas|mapbox--mapbox-geospatial-operations|tondevrel--pyproj|curiositech--geospatial-data-pipeline|linehaul-ai--geospatial-postgis-patterns|udecode--writing-changesets|plurigrid--ultrametric-distance,benchflow-ai--geospatial-analysis,benchflow-ai--geospatial-analysis,1,1,1,1.0,0.1,9,26325,0
